robinson_15m0__0.p,1
robinson_11m0__0.p,1
robinson_7m0__0.p,1
robinson_23m0__0.p,1
robinson_24m0__0.p,1
robinson_12m0__0.p,1
robinson_28m0__0.p,1
robinson_3m0__0.p,1
robinson_26m0__0.p,1
robinson_8m0__0.p,1
robinson_6m0__0.p,1
robinson_25m0__0.p,1
robinson_21m0__0.p,1
robinson_18m0__0.p,1
robinson_16m0__0.p,1
robinson_9m0__0.p,1
robinson_3m10__30.p,131
robinson_0m0__0.p,1
robinson_22m0__0.p,1
robinson_1m0__0.p,1
robinson_4m0__0.p,1
robinson_7m10__70.p,251
robinson_6m10__60.p,221
robinson_1m10__10.p,71
robinson_3m11__33.p,144
robinson_8m10__80.p,281
robinson_11m10__110.p,371
robinson_12m10__120.p,401
robinson_1m11__11.p,78
robinson_7m11__77.p,276
robinson_1m12__12.p,85
robinson_16m10__160.p,521
robinson_3m12__36.p,157
robinson_9m10__90.p,311
robinson_6m11__66.p,243
robinson_15m10__150.p,491
robinson_1m13__13.p,92
robinson_13m0__0.p,1
robinson_21m10__210.p,671
robinson_2m0__0.p,1
robinson_19m0__0.p,1
robinson_10m0__0.p,1
robinson_27m0__0.p,1
robinson_20m0__0.p,1
robinson_17m0__0.p,1
robinson_29m0__0.p,1
robinson_18m10__180.p,581
robinson_5m0__0.p,1
robinson_14m0__0.p,1
robinson_3m13__39.p,170
robinson_1m14__14.p,99
robinson_23m10__230.p,731
robinson_2m10__20.p,101
robinson_0m10__0.p,41
robinson_7m12__84.p,301
robinson_8m11__88.p,309
robinson_12m11__132.p,441
robinson_1m15__15.p,106
robinson_6m12__72.p,265
robinson_4m10__40.p,161
robinson_11m11__121.p,408
robinson_2m11__22.p,111
robinson_5m10__50.p,191
robinson_9m11__99.p,342
robinson_3m14__42.p,183
robinson_1m16__16.p,113
robinson_25m10__250.p,791
robinson_2m12__24.p,121
robinson_22m10__220.p,701
robinson_10m10__100.p,341
robinson_4m11__44.p,177
robinson_16m11__176.p,573
robinson_1m17__17.p,120
robinson_7m13__91.p,326
robinson_5m11__55.p,210
robinson_15m11__165.p,540
robinson_3m15__45.p,196
robinson_2m13__26.p,131
robinson_6m13__78.p,287
robinson_13m10__130.p,431
robinson_14m10__140.p,461
robinson_1m18__18.p,127
robinson_8m12__96.p,337
robinson_17m10__170.p,551
robinson_2m14__28.p,141
robinson_19m10__190.p,611
robinson_4m12__48.p,193
robinson_20m10__200.p,641
robinson_12m12__144.p,481
robinson_9m12__108.p,373
robinson_18m11__198.p,639
robinson_11m12__132.p,445
robinson_3m16__48.p,209
robinson_5m12__60.p,229
robinson_1m19__19.p,134
robinson_1m1__1.p,8
robinson_21m11__231.p,738
robinson_10m11__110.p,375
robinson_2m15__30.p,151
robinson_7m14__98.p,351
robinson_6m14__84.p,309
robinson_24m10__240.p,761
robinson_26m10__260.p,821
robinson_1m20__20.p,141
robinson_23m11__253.p,804
robinson_4m13__52.p,209
robinson_27m10__270.p,851
robinson_29m10__290.p,911
robinson_3m17__51.p,222
robinson_2m16__32.p,161
robinson_5m13__65.p,248
robinson_28m10__280.p,881
robinson_15m12__180.p,589
robinson_1m21__21.p,148
robinson_8m13__104.p,365
robinson_0m11__0.p,45
robinson_13m11__143.p,474
robinson_16m12__192.p,625
robinson_9m13__117.p,404
robinson_14m11__154.p,507
robinson_2m17__34.p,171
robinson_7m15__105.p,376
robinson_12m13__156.p,521
robinson_10m12__120.p,409
robinson_6m15__90.p,331
robinson_1m22__22.p,155
robinson_3m18__54.p,235
robinson_11m13__143.p,482
robinson_22m11__242.p,771
robinson_5m14__70.p,267
robinson_25m11__275.p,870
robinson_2m18__36.p,181
robinson_4m14__56.p,225
robinson_17m11__187.p,606
robinson_19m11__209.p,672
robinson_20m11__220.p,705
robinson_18m12__216.p,697
robinson_1m23__23.p,162
robinson_3m19__57.p,248
robinson_3m1__3.p,14
robinson_2m19__38.p,191
robinson_8m14__112.p,393
robinson_5m15__75.p,286
robinson_7m16__112.p,401
robinson_2m1__2.p,11
robinson_1m24__24.p,169
robinson_6m16__96.p,353
robinson_9m14__126.p,435
robinson_21m12__252.p,805
robinson_10m13__130.p,443
robinson_13m12__156.p,517
robinson_12m14__168.p,561
robinson_14m12__168.p,553
robinson_1m25__25.p,176
robinson_15m13__195.p,638
robinson_23m12__276.p,877
robinson_2m20__40.p,201
robinson_11m14__154.p,519
robinson_3m20__60.p,261
robinson_4m15__60.p,241
robinson_26m11__286.p,903
robinson_16m13__208.p,677
